review_id,user_id,prod_id,rating,label,date,review_text,filtered
228372,135888,1964,5.0,1,2013-08-07,"Wow, really love the food at Katz's  Friendly service.  I will be back more often since they've now renovated the place to add more space.  This place is a winner. The MEGA sandwich is awesome.",False
287584,47110,3994,2.0,1,2010-09-20,Had lunch there sunday. We were the only ones inside for a while (there were others outside). Food was pretty good. I had fish tacos (3) and they were good. My oldest had a salmon pasta thingy that was tasty. And my youngest had mac and cheese that was a pretty good portion for the kids menu. Our waiter did not seem like he wanted to be there though. Overall it won't be a place we go to often but its not bad.,False
189709,118981,56,5.0,1,2012-08-05,"What a cool place.  The kind of downtown food and shopping market that I can only dream of Charlotte having.  We're trying with the 7th Street Public Market but, it's not even a fair comparison. So much to choose from that it literally is mind boggling.  I feel like I would spend part of every weekend here buying seafood, meat, produce, snagging lunch at one of the huge variety of eateries contained within.  I only got to Tommy DiNic's for the roast pork, sharp provolone and broccoli rabe sandwich on this visit and it was awesome but I just wanted to try so many other places. Nice job Philadelphia!",False
543165,246189,3746,5.0,1,2014-03-04,"Gluten free, delicious, and everyone that works here is great.  I count myself lucky to live within walking distance of this place",False
551657,68549,4636,5.0,1,2013-07-11,"Was just here for lunch. Have to say that the reviews really live up to their hype. Their classic banh mi was deliciously fresh and well favored (I wish they had added more pate- I love pate) because pate is what makes the classic, Classic.  So it's very important that there's enough pate in my opinion. As for the iced coffee, it was good but a bit bitter probably not enough condense milk to make it sweet. Would have been perfect if it was a lil sweeter. Though their place is small, it's quite cute. Workers are nice and informative. And if you plan on coming back on your next visit(s), do not forget to grab a ""punch card"". You get 1 FREE banh mi of your choice for every 10 stamps. (1 stamp per every $ 6 dollars).",False
243359,107502,2124,5.0,1,2013-04-07,"I'm pregnant and can get really grumpy & bitchy when I am hungry. RAWR. I saw Bun-ker on seamless and was tempted to order from them but the 55-70 min delivery wait was a turnoff. First walking in the environment is very welcoming and casual. A chilled and laid back atmosphere with mismatched chairs and tables with vinyl gingham tablecloths. It is a small space only being able to seat 22 people within the restaurant. Plus they also play old school hip hop, which sets off a cool vibe  :) The menu is very was simple and descriptive in explaining their food. We ordered the Papaya Salad & the Bánh Xèo. The papaya salad was great, green crunchy papaya with alot of acid and citrus flavors with a kick of spiciness. yummmmilicious. The Bánh Xèo is an egg crepe with shrimp bacon folded with raw bean sprouts. It was super marvelously delicious and super crispy, loved it!! For our mains I had their Saigon Special sandwich that had pork pate, sausage and bacon with picked veggies and other crunchy goodies. The bread was amazing, soft on the inside and crunchy goodness on the outside. My bf ordered the chili mackerel, I didnt taste it but he said it was ""goodies goodies gum drop with a kick to it"" Also the sandwiches were served with oversized crab chips.....I loved them so much I took a side order to go and munch on them in the car on our way home from the restaurant. I would definitely come back!! This place transformed my grumpy pregnant Mr. Hyde self and turned me into a very calm and satisfied Dr. Jekyll. teee-hee kekeke",False
349138,16502,3044,4.0,1,2014-02-02,"This little gem has an understated elegance through and through. From the décor to the good natured employees to the simple yet carefully crafted dishes. Tsumami Tororo Soba - The Japanese yam creates a stickiness similar to okra.  You gotta try this.  It is so unique and delicious. Yakitori - Skip the Yakitori Ju and get it a la carte, it's so much better. Try the Momo with Shio. Kaisen Don - The usual suspect when you're in the mood for sashimi. Sometimes I wish they'd cut the sashmi thinner. I just like it when it melts in my mouth more than a bite sized fish steak. Desserts were surprisingly underwhelming after such a great meal.  Head over to Chikalicious on 10th/2nd to end the night right.",False
454526,149378,3136,4.0,1,2008-07-29,Their pepperoni curls up and gathers a puddle of pork fat. A puddle of pork fat. do you understand?,False
468845,18745,3888,5.0,1,2012-06-11,"Fried dough w/ juicy meat filling: empanadas are flawless culinary specimens. Empanada mama's empanadas are made with whole wheat, fried to perfection (maintains a smooth crispy shell--none of that bubbly, oily nonsense--, and filled to the brim w/o flirting with the nuisance of phantom leakage. The spicy chix is no joke. It's not overwhelmingly spicy, but--as its name suggests--it's spicy. Comprende? ""Spicy"" is often times misattributed to ""spiced"" and relatively mild foods. Not here, not by E-Mama. The brazil and chocolate banana are also divine.  My sister likes the viagra and hawaiian. The arroz con pollo w/ plantains is bursting with bold  flavor, and when topped with the guac salsa verde (which is the ultimate best in the city), no harness can quell the fat girl in me. Empanadas are ~$2.50-3.00.  Entrees are ~$13-16. The mint lemonade is super refreshing but not very minty.",False
31847,31810,4336,5.0,1,2010-11-17,"Wahoo! I live in Windsor Terrace and the Brooklyn Commune is a much-needed addition to the neighborhood. They have a cafe and offer specialty food products and produce. The owners are very friendly and work a lot with the community and local food artisans. I hope to try everything eventually but can recommend the BLT and prepared salads. My only issue is the parents that bring in their unruly children that run wild through the place screaming and grabbing at all of the produce and specialty food products. Parents, please control your children and have some respect for this new business - if they can't behave, don't bring them out.",False
