review_id,user_id,prod_id,rating,label,date,review_text,filtered
474156,224749,399,5.0,1,2014-09-29,"My wife and I went to eat here based on yelp reviews, and we are so glad we did. We didn't have a bad bite to eat. We had the black bass, hamachi, eggs & caviar, hens of the forest (mushrooms), and swordfish. I won't describe the dishes, as other reviewers have done that very well (Katya D.) Everything was amazing, food-wise, as well as the service. We sat at the bar, and Andy (head chef) was great at explaining what we were eating and how he came up with the dish. He was really friendly, humble, and made the experience that much better. When he found out we were there to celebrate an anniversary, he even whipped up a dessert for us, on the house. It is great when you are able to find these hidden gems, where you go in not knowing what to expect, but then getting blown away when you do. One of the more memorable meals I have had, and I have been to several of the great restaurants in the city, so that is saying something. Most importantly, my wife also had a great time. We are definitely coming back to sample some more of the menu. You will not be disappointed.",False
478019,226113,1597,4.0,1,2011-04-28,"I came here for an early dinner and drinks with colleagues on a business trip. Service is pretty fast. The place was pretty lively and busy.  Interesting decorations; we were seated next to a bunch of miniature wall figures. I had the chipotle chicken tacos. The portion size was pretty small so try something else or get another order with it if you want a bigger meal. Still, they were very tasty and had a nice mild flavor to them. I'd recommend this place as a casual, lively place to come get a drink and enjoy a relaxed time out.",False
70608,43973,623,4.0,1,2014-04-04,"Positive: Good food, decent lunch special price Negative: uncomfortable seats, small parking lot",False
74159,59377,1775,4.0,1,2012-08-10,"Little Owl might be one of the cutest restaurants in West Village and possibly in all of New York. We made a reservation before we found ourselves in the cozy restaurant, happily sheltered from the humid and rainy New York weather. After having perused the menu, we decided to split an order of the meatball sliders, the ricotta ravioli and the lamb fillet. Not too long after, the sliders and the ravioli arrived. I'll admit, I was a little shocked by the size of everything. The sliders are mini-sliders. I was able to hold a slider in between my thumb and forefinger. But the taste made up for everything. The buns were soft, the marinara had the slightest bit of zest and the meatballs were spiced and flavorful and juicy. As for the ravioli, the sauce was once again tangy and complimentary and the ravioli was toothsome and not too rich. Then the lamb fillet came. Unsurprisingly, this was rather small too. But it was good. And crispy. And full of lamby goodness. The side veggies were quite delicious as well. Overall, I am glad I went to Little Owl. The service was great, the food was good and the atmosphere was quaint and homey. The cost of our meal, however, was another story. For four tiny sliders, four little raviolis and two small slabs of lamb, the total came out to about $60. Not the cheapest meal we've had, obviously.   But I regret nothing!!",False
62273,52523,551,4.0,1,2010-05-18,"I still really like Istanbul cafe. However, I've found that when I want Turkish food now (which is pretty often because it's AWESOME!), I choose to go to Saray in West Haven. Not only is it cheaper, but also BYOB, which is just about my favorite thing in the entire world. Peace.",False
308721,70405,1123,2.0,1,2010-02-28,"Yelp, you are usually so good to me. You're like an old friend that I know well and who knows me. You've been with me through many moves and visits to different cities. You've saved me from potentially disastrous hair cuts and pointed me in the right direction to some truly excellent food. But Yelp - you let me down on this one. NOTE: Cash only A 45 minute wait in a crowded bar next to Supper Restaurant. When I say crowded I mean I was the barback handing bottles to the bartender from a bus boy who couldn't get through the room. Seated about an hour later in the back room of the restaurant. Snotty crowd who made it difficult to get to our table in the corner. Bus boy who shouted out the options ""Tap or spawkling?!"". Our waiter seemed genuinely Italian, the 3rd seating of the night moved in quickly with a couple of large groups. The music (as with most restaurants in New York) was 80's and 90's and was way too loud. That plus the cackling of the 10 top next to us - forget it - I'll talk to you after dinner. Drinks arrived after our pasta dinners were served. Whereas I admire a timely service, making me feel like you've got a stop watch until you can turn my table is rude buddy. I just wanted to finish my bolognese and get out of there. Had to run to the ATM at the corner store on the same block. Won't be back.",False
346859,12711,3021,4.0,1,2011-09-18,Im happy to see the hipster influence in Astoria now spreading westward towards my grandparents old broadway and 46th street stomping grounds. I had a late lunch here with the girlfriend on a rainy weekday and we were overall pretty pleased with the outcome of our decision. A grilled cheese place with some style. An eclectic menu that can satisfy the easiest of cravings with some original and innovating dishes from simple cores. Didnt get much of a thrill from the soups or salads but as side pieces they were fine. The atmosphere makes for a nice changes coming off of a very busy and dirty steinway. I'll definitely hit this place up again when im on the other side of steinway.,False
161839,106357,1422,5.0,-1,2013-09-04,"Better than the sum of its parts.   When I think of August, there really isn't anything that's incredibly special.  The food is impeccably prepared, but there's nothing on the menu that's really special.  The atmosphere and decor is really pleasant, but it's not spectacular.  The service is always solid, but there's no fawning over you.  The pricing is reasonable for the quality of the food, but it's not cheap, nor is this a spot where the food is impressive due to it's poundage.  But when it all comes together what you get is an amazingly pleasant and satisfying dining experience.  Isn't that what you want when you go out to eat? I've eaten there about a dozen times since it opened.  Once on a busy night we, like some other reviewers, had to wait about 20 minutes for our reserved table.  But it's a small, intimate, restaurant, and that can happen with second seating's.  The portions aren't huge, then again, this isn't an Applebees.  Take the scallops: typically 3 large scallops over a bed of flavorful greens for $8, if I remember correctly, but they are done to absolute perfection, soft with just a hint of browning on the surface.  Dinner for two will run you over $100 with tip if you do a couple of appetizers, your entrees, desert (they're all good), sparkling water, and cappuccino.  That does put August in some serious competition in Philly, but it more than holds its own.  I'm booked for dinner there again, tonight.",True
27349,28573,1700,2.0,1,2014-06-08,"I have heard sooo many good things about this spot! Unfortunately I give it a 2 star because of the service. Let me give you a run down right quick PROS: Lovely area! Makes you want to buy a bike with a basket and put a little yorkipoo in it! Food was okay. I ordered pancakes with sausage (nasty) and hashbrowns...which the hashbrowns were BOMB! Pancakes really tasted homemade and light...sadly I love ihops pancakes way better. YIKES! CONS: The hostest was really nice but thats not what made the experience bad...She was OVERLY nice...so nice we waited an hour and some change to be seated and the place wasnt super packed as expected! There was a group of women who finished there meal about 10 min ago and was just sitting there talking about how lonely and single they are (im sure). The hostest asurres me that their tap is being rung up and we should be seated in 10 min. Kool...but then 20 min pass by...and I ask politely if there getting up soon. She said o yes they are.....OKAY 45 min go by and my friend walks in there and tempts to ask the group of ladies nicely when will they be done?...but before she could finish...the hostest said ""They'll be done when there ready"" WTF!? How rude of her to let paying customers who have been so patient wait for overly talkative women just sit there like their the only freaking people in the world!..I think the hostest should have politely told the group another party is waiting to be seated. She was waaaay to nice in letting them just sit there. She had no balls to tell them to get their butts up!.....but since she told my friend ""they'll be done when their ready"" was an invitation for the group to chill longer..which they did!!! No way! With that said....I dont care much to go back....food wasn't all that. ihop NEXT STOP!",False
516972,238300,4302,5.0,-1,2013-02-14,"I love this place! I hope they never leave. I've been there about 12 times already. Staff is awesome & the food, the coffee & the deserts,  are delicious. My  personal FAVORITE, the Chorizo MAC N Cheese!!! You have to find out when they have it on the menu first. I haven't heard 1 person say they didn't like it. The fish & chips? YUM! Oh & the sauce that comes with the fries. Can't even tell you whats in it but everyone should try it at least once!  The pork, the roast beef! Yum Yum! I've tried alot of their foods and I have yet to be disappointed. They have WI-FI, & it's a relaxing atmosphere with a fireplace (electric one) & good music . Oh 1 more important thing. They Cater! Had my Superbowl party catered and a friend of mine had a huge party catered too. I can tell you people at both parties were very pleased!!!!",True
